"user","item","rating"
247,1613,5
548,110,4
453,746,5
51,870,2
69,1465,2
836,854,5
238,1043,4
36,1455,5
100,784,2
392,433,1
920,1203,5
533,1459,3
139,1397,3
667,744,5
750,1370,2
329,1624,5
576,1046,2
84,824,5
405,828,3
927,114,1
871,1271,4
59,1048,2
343,999,4
178,190,4
759,675,3
662,887,4
374,1558,4
938,1078,5
27,1197,5
635,767,4
779,811,3
924,815,4
228,1015,4
631,1078,5
391,998,4
787,25,4
271,914,4
623,885,5
330,1483,4
531,1083,5
59,1606,5
276,877,1
175,1005,4
318,1426,3
237,1026,4
341,1358,4
438,549,5
301,1192,3
312,802,1
267,642,3
43,914,4
934,1353,3
353,277,5
612,828,4
95,1320,5
228,1355,1
604,1052,5
1,834,2
610,1300,2
604,1612,5
636,1179,4
911,909,3
583,754,3
739,1203,5
583,1087,5
830,1513,4
367,756,4
254,1115,2
460,806,4
637,548,3
509,271,2
732,3,5
192,1077,3
786,1072,4
588,918,5
297,1035,5
511,1133,3
304,1047,5
451,1408,3
256,877,2
405,857,3
333,970,3
320,845,4
721,757,5
935,740,4
628,1318,3
912,1277,4
612,1074,4
182,799,3
431,853,5
248,769,5
598,1008,1
878,559,5
392,28,4
782,755,4
557,1008,3
191,124,5
765,1350,3
453,1130,5
431,348,1
109,1535,5
671,942,1
485,1047,5
636,829,5
302,1021,4
23,1459,2
934,745,4
205,1017,5
506,1460,2
670,761,5
879,1140,4
503,1351,5
438,1030,5
66,805,3
719,804,4
648,942,1
828,785,4
795,1296,3
343,1047,3
648,1152,3
110,1064,3
250,1580,4
796,845,5
241,867,5
398,768,5
667,1222,4
638,885,3
503,246,5
327,889,4
14,1179,4
90,749,4
220,102,4
648,1648,2
608,935,2
725,1280,3
857,1115,3
926,740,4
776,1283,3
92,145,1
313,1337,4
576,1176,1
641,1260,5
932,34,5
720,745,4
516,201,4
542,1652,3
511,751,4
835,1333,5
150,1265,5
341,223,5
410,868,4
730,835,4
391,1239,4
272,829,5
589,870,4
151,854,3
417,1134,4
263,1380,2
393,1082,5
779,1122,3
46,1573,5
846,1122,5
772,1122,5
517,899,4
857,921,3
721,1253,4
239,1011,3
340,919,3
228,1151,1
151,1510,4
218,1370,4
581,1351,4
938,774,4
586,948,1
379,1315,4
628,1283,3
665,1282,3
601,2,5
88,1237,3
267,1283,4
612,837,3
426,1307,3
885,1385,1
320,829,4
298,837,4
43,201,5
189,1087,4
813,1,4
345,1300,2
581,1181,5
49,1023,4
90,1315,3
765,1267,3
885,785,4
237,1098,4
27,1071,5
283,935,4
521,384,4
327,973,2
173,849,2
391,375,3
679,947,5
218,1352,4
836,815,5
859,853,4
432,815,1
137,1273,4
485,1072,5
332,1623,4
193,1437,4
21,785,4
36,1139,3
768,271,1
622,193,4
883,321,4
99,778,4
627,362,4
367,1445,2
908,1393,3
618,17,3
151,1137,4
648,524,3
911,866,3
226,742,5
785,1359,3
865,1089,3
228,1182,3
357,777,4
911,1346,3
318,1297,2
267,266,4
926,802,3
545,1135,4
88,1238,4
328,310,3
667,1191,2
692,327,3
610,412,2
368,1558,3
576,1101,1
417,663,4
205,1031,5
169,767,2
885,1513,4
238,1621,3
267,267,5
939,740,5
325,548,4
230,1227,4
250,878,3
891,1546,2
850,201,4
776,837,4
915,1438,3
393,66,1
262,999,4
616,1192,1
562,870,3
264,1349,3
138,793,5
341,1196,3
302,795,4
371,1001,4
616,1315,4
732,820,3
275,921,4
267,1082,5
782,971,4
787,1602,4
280,911,4
367,579,4
202,902,5
342,1212,3
189,1298,2
801,1136,3
272,113,5
374,1487,3
648,1397,4
140,998,5
201,1172,5
464,1283,5
485,1546,5
901,845,5
68,1,5
527,1084,4
23,938,3
494,607,3
232,756,3
763,1502,4
393,786,2
92,102,1
256,113,3
616,1280,2
252,1232,4
462,1613,5
114,1137,4
667,1281,5
886,1075,5
232,836,5
473,1426,4
240,1574,5
187,1636,3
189,970,3
776,416,3
682,527,4
879,1047,3
804,14,2
919,901,4
934,1181,3
247,859,3
908,734,4
130,785,4
723,5,1
238,778,4
248,1016,4
341,1034,1
796,987,4
284,1026,4
867,1526,5
813,752,5
387,223,5
390,1576,3
254,908,3
197,1061,3
739,743,3
22,1614,5
138,63,1
393,740,4
582,1130,5
503,1416,5
660,1252,5
721,782,4
576,375,3
928,1283,5
167,746,4
6,1001,3
714,1021,3
83,888,5
182,1459,3
774,316,4
798,1520,4
850,25,4
