"age","gender","occupation","zipcode"
-0.824421913699304,0.637989494146098,"technician",1.00033650749778
1.55404270007165,-1.56576176219006,"other",1.29727403013242
-0.90643793486382,0.637989494146098,"writer",-0.559693462164854
-0.824421913699304,0.637989494146098,"technician",-0.289347359467637
-0.0862777232186634,-1.56576176219006,"other",-1.16686421740287
0.651866467261977,0.637989494146098,"executive",1.60307535941288
1.88210678472971,0.637989494146098,"administrator",1.12886170386203
0.159770340274883,0.637989494146098,"administrator",-1.54357599984981
-0.414341807876726,0.637989494146098,"student",-1.75187545602635
1.55404270007165,0.637989494146098,"lawyer",1.08897457395588
0.40581840376843,-1.56576176219006,"other",-0.595148688748095
-0.496357829041241,-1.56576176219006,"other",-1.49925696662076
1.06194657308456,0.637989494146098,"educator",-0.679354851883294
0.897914530755524,0.637989494146098,"scientist",0.0873644229793051
1.22597861541359,-1.56576176219006,"educator",1.54546061621512
-1.07046997719285,0.637989494146098,"entertainment",-1.32641273702745
-0.33232578671221,0.637989494146098,"programmer",-1.51255267658947
0.0777543191103678,-1.56576176219006,"other",-0.440032072446414
0.487834424932946,0.637989494146098,"librarian",-1.65437358292244
0.651866467261977,-1.56576176219006,"homemaker",1.46568635640282
-0.660389871370273,0.637989494146098,"writer",-0.612876302039716
-0.742405892534788,0.637989494146098,"writer",-0.377985425925741
-0.33232578671221,-1.56576176219006,"artist",-0.143094549811765
-1.07046997719285,-1.56576176219006,"artist",1.33716116003857
0.40581840376843,0.637989494146098,"engineer",0.0917963263022103
1.22597861541359,0.637989494146098,"engineer",-0.905381921351459
0.487834424932946,-1.56576176219006,"librarian",-0.630603915331337
-0.168293744383179,0.637989494146098,"writer",0.162706779468693
0.569850446097461,0.637989494146098,"programmer",1.29727403013242
-2.21869427349607,0.637989494146098,"student",0.215889619343556
-0.824421913699304,0.637989494146098,"artist",-1.3662998669336
-0.496357829041241,-1.56576176219006,"student",0.792037051321232
-0.90643793486382,0.637989494146098,"student",-0.745833401726872
0.323802382603915,-1.56576176219006,"administrator",-0.342530199342499
-1.15248599835737,-1.56576176219006,"homemaker",-0.338098296019594
-1.23450201952188,-1.56576176219006,"student",1.26181880354918
-0.90643793486382,0.637989494146098,"student",0.0829325196563999
-0.496357829041241,-1.56576176219006,"other",0.0519091963960635
0.569850446097461,0.637989494146098,"entertainment",-1.74744355270345
0.323802382603915,0.637989494146098,"scientist",-0.736969595081062
-0.0862777232186634,0.637989494146098,"engineer",0.862947504487715
-0.33232578671221,0.637989494146098,"administrator",-1.08708995759057
-0.414341807876726,-1.56576176219006,"librarian",-0.931973341288891
-0.660389871370273,0.637989494146098,"technician",-0.196277389686628
-0.414341807876726,0.637989494146098,"programmer",-0.0810479032910924
-0.578373850205757,-1.56576176219006,"marketing",-0.191845486363722
1.55404270007165,0.637989494146098,"marketing",-1.43721032010008
0.897914530755524,0.637989494146098,"administrator",-1.23334276724644
-0.90643793486382,-1.56576176219006,"student",0.659079951634076
-1.07046997719285,0.637989494146098,"writer",-0.0367288700620404
-0.496357829041241,0.637989494146098,"educator",-1.12697708749672
-1.3165180406864,-1.56576176219006,"student",0.0829325196563999
-0.660389871370273,0.637989494146098,"programmer",0.189298199406125
-0.988453956028335,0.637989494146098,"executive",0.512827141978204
0.241786361439399,0.637989494146098,"programmer",-1.73857974605764
-0.742405892534788,0.637989494146098,"librarian",-0.196277389686628
-1.48055008301543,0.637989494146098,"none",0.916130344362577
-0.578373850205757,0.637989494146098,"programmer",-0.0322969667391352
1.22597861541359,0.637989494146098,"educator",-1.39732319019394
1.3079946365781,0.637989494146098,"healthcare",-1.49039315997495
0.159770340274883,0.637989494146098,"engineer",-0.621740108685527
-0.578373850205757,-1.56576176219006,"administrator",1.52773300292349
-0.250309765547695,0.637989494146098,"marketing",0.64578424166536
-0.168293744383179,0.637989494146098,"educator",-0.315938779405068
1.39001065774262,-1.56576176219006,"educator",-0.14752645313467
-0.90643793486382,0.637989494146098,"student",0.85851560116481
-1.39853406185091,0.637989494146098,"student",0.326687202416186
-1.23450201952188,0.637989494146098,"student",-0.830039564862071
-0.824421913699304,0.637989494146098,"engineer",0.144979166177073
-0.578373850205757,0.637989494146098,"engineer",0.282368169187134
0.40581840376843,0.637989494146098,"scientist",1.58977964944417
1.14396259424907,-1.56576176219006,"administrator",0.579305691821782
-0.824421913699304,0.637989494146098,"student",-0.35139400598831
0.40581840376843,0.637989494146098,"scientist",1.73603245910004
